UserProfileId,BirthDate,ZipCode,CountryName,Sex,Registration Date,City,CountryId,StatusSysname
1414194,1990-11-06 00:00:00.000,11636,Greece,M,2021-05-05 12:18:30.000,poli,1,TEST
1605062,1990-12-01 00:00:00.000,11636,Greece,M,2021-12-03 10:44:28.000,Athens,1,TEST
1697869,1999-12-02 00:00:00.000,R35WY91,Ireland,M,2022-03-01 14:34:26.000,Tullamore,56,TEST
1333945,1960-12-23 00:00:00.000,45634,Greece,M,2021-03-08 16:16:27.000,athens,1,TEST
1414252,1990-11-06 00:00:00.000,11636,Greece,M,2021-05-05 13:06:21.000,Tripoli,1,TEST
1483445,1987-09-16 00:00:00.000,15231,Greece,M,2021-07-05 09:56:48.000,Chalandri,1,TEST
1416102,1994-01-01 00:00:00.000,322232e,United Kingdom,M,2021-05-07 07:51:56.000,london,175,TEST
1597149,1990-01-02 00:00:00.000,11111,Greece,M,2021-11-25 08:32:15.000,test,1,TEST
1358038,1950-02-15 00:00:00.000,584878,United Kingdom,M,2021-03-23 07:40:59.000,sunny,175,TEST
1461949,1988-08-30 00:00:00.000,152160,Ireland,M,2021-06-16 10:11:11.000,Athens,56,TEST
1560048,1995-10-06 00:00:00.000,116 33,Greece,M,2021-10-18 15:05:58.000,Athina,1,TEST
1531613,1997-08-18 00:00:00.000,666666,Greece,M,2021-09-14 06:20:33.000,MENIDI,1,TEST
1279150,1997-12-21 00:00:00.000,117 43,Greece,M,2021-01-29 07:35:17.000,Athina,1,TEST
1258660,1991-07-06 00:00:00.000,15344,Greece,F,2021-01-15 09:03:21.000,pallini,1,TEST
1684624,1976-02-14 00:00:00.000,19001,Greece,M,2022-02-14 08:31:44.000,bdbdb,1,TEST
1545294,1974-11-18 00:00:00.000,14785,Greece,M,2021-09-30 09:10:40.000,peiraias,1,TEST
1443879,1980-09-25 00:00:00.000,16673,Greece,M,2021-06-03 13:30:26.000,athina,1,TEST
1420789,1991-02-22 00:00:00.000,17235,Greece,M,2021-05-11 12:32:33.000,Dafni,1,TEST
1287436,1990-08-19 00:00:00.000,11474,Greece,M,2021-02-04 08:32:12.000,Athens,1,TEST
1437400,1996-07-02 00:00:00.000,42069,Greece,M,2021-05-27 13:56:05.000,Athens,1,TEST
1378023,1925-03-10 00:00:00.000,77777,Greece,M,2021-04-08 12:01:10.000,preveza,1,TEST
1287436,1990-08-19 00:00:00.000,11474,Greece,M,2021-02-04 08:32:12.000,Athens,1,TEST
1483445,1987-09-16 00:00:00.000,15231,Greece,M,2021-07-05 09:56:48.000,Chalandri,1,TEST
1543715,1993-06-20 00:00:00.000,62100,Greece,M,2021-09-28 14:15:34.000,Serres,1,TEST
1479757,1991-01-01 00:00:00.000,W1D1AU,Ireland,M,2021-07-01 08:16:16.000,London,56,TEST
1697869,1999-12-02 00:00:00.000,R35WY91,Ireland,M,2022-03-01 14:34:26.000,Tullamore,56,TEST
1269209,1996-05-24 00:00:00.000,18544,Greece,F,2021-01-22 10:53:41.000,peiraias,1,TEST
1504977,1991-12-23 00:00:00.000,17342,Greece,M,2021-08-03 07:03:20.000,Athens,1,TEST
1444455,1992-01-01 00:00:00.000,12333,Greece,M,2021-06-04 07:15:33.000,test area,1,TEST
1293771,1992-12-17 00:00:00.000,10442,Greece,M,2021-02-08 12:55:11.000,Athens,1,TEST
1274897,1992-09-10 00:00:00.000,12131,Greece,M,2021-01-25 23:10:53.000,Athens,1,TEST
1248186,1993-11-18 00:00:00.000,302 00,Greece,M,2021-01-08 12:08:14.000,mesologgi,1,TEST
1293771,1992-12-17 00:00:00.000,10442,Greece,M,2021-02-08 12:55:11.000,Athens,1,TEST
1309878,1992-05-04 00:00:00.000,17237,Greece,F,2021-02-19 11:34:41.000,Imittos,1,TEST
1287443,1995-08-23 00:00:00.000,184 52,Greece,M,2021-02-04 08:40:47.000,Nikea,1,TEST
1650107,1983-02-28 00:00:00.000,13121,Greece,M,2022-01-12 07:38:27.000,Ilion,1,TEST
1293771,1992-12-17 00:00:00.000,10442,Greece,M,2021-02-08 12:55:11.000,Athens,1,TEST
1684624,1976-02-14 00:00:00.000,19001,Greece,M,2022-02-14 08:31:44.000,bdbdb,1,TEST
1549977,1994-12-15 00:00:00.000,10861,Greece,M,2021-10-06 09:52:37.000,Exarcheia,1,TEST
1299594,1992-03-22 00:00:00.000,15771,Greece,M,2021-02-12 17:27:23.000,Athina,1,TEST
1506013,1966-01-03 00:00:00.000,19009,Greece,M,2021-08-05 09:14:37.000,Rafina,1,TEST
1299594,1992-03-22 00:00:00.000,15771,Greece,M,2021-02-12 17:27:23.000,Athina,1,TEST
1707012,1994-10-11 00:00:00.000,153 43,Greece,F,2022-03-15 07:25:38.000,Ag. Paraskevi,1,TEST
1504977,1991-12-23 00:00:00.000,17342,Greece,M,2021-08-03 07:03:20.000,Athens,1,TEST
1397948,1986-12-18 00:00:00.000,15127,Greece,F,2021-04-21 07:14:30.000,Melissia,1,TEST
1531613,1997-08-18 00:00:00.000,666666,Greece,M,2021-09-14 06:20:33.000,MENIDI,1,TEST
1293771,1992-12-17 00:00:00.000,10442,Greece,M,2021-02-08 12:55:11.000,Athens,1,TEST
1437400,1996-07-02 00:00:00.000,42069,Greece,M,2021-05-27 13:56:05.000,Athens,1,TEST
1483445,1987-09-16 00:00:00.000,15231,Greece,M,2021-07-05 09:56:48.000,Chalandri,1,TEST
1453187,1990-07-10 00:00:00.000,W1D1AU,Ireland,F,2021-06-11 06:38:02.000,London,56,TEST
1258660,1991-07-06 00:00:00.000,15344,Greece,F,2021-01-15 09:03:21.000,pallini,1,TEST
1483445,1987-09-16 00:00:00.000,15231,Greece,M,2021-07-05 09:56:48.000,Chalandri,1,TEST
1414194,1990-11-06 00:00:00.000,11636,Greece,M,2021-05-05 12:18:30.000,poli,1,TEST
1531613,1997-08-18 00:00:00.000,666666,Greece,M,2021-09-14 06:20:33.000,MENIDI,1,TEST
1461949,1988-08-30 00:00:00.000,152160,Ireland,M,2021-06-16 10:11:11.000,Athens,56,TEST
1378023,1925-03-10 00:00:00.000,77777,Greece,M,2021-04-08 12:01:10.000,preveza,1,TEST
1463391,1990-12-24 00:00:00.000,E1 7AW,United Kingdom,M,2021-06-17 08:31:22.000,london,175,TEST
1504977,1991-12-23 00:00:00.000,17342,Greece,M,2021-08-03 07:03:20.000,Athens,1,TEST
1684775,1990-11-06 00:00:00.000,11636,Greece,M,2022-02-14 13:58:52.000,athens,1,TEST
1345846,1959-12-11 00:00:00.000,45634,Greece,M,2021-03-16 11:09:01.000,athens,1,TEST
1684775,1990-11-06 00:00:00.000,11636,Greece,M,2022-02-14 13:58:52.000,athens,1,TEST
1248183,1991-04-11 00:00:00.000,15954,Greece,M,2021-01-08 12:07:29.000,kanto,1,TEST
1584891,1990-01-01 00:00:00.000,11111,Greece,M,2021-11-11 10:12:30.000,test,1,TEST
1463391,1990-12-24 00:00:00.000,E1 7AW,United Kingdom,M,2021-06-17 08:31:22.000,london,175,TEST
1420795,1982-05-09 00:00:00.000,16121,Greece,M,2021-05-11 12:37:15.000,Kesariani,1,TEST
1258660,1991-07-06 00:00:00.000,15344,Greece,F,2021-01-15 09:03:21.000,pallini,1,TEST
1486504,1962-12-23 00:00:00.000,45634,Greece,M,2021-07-08 06:34:11.000,athens,1,TEST
1605062,1990-12-01 00:00:00.000,11636,Greece,M,2021-12-03 10:44:28.000,Athens,1,TEST
1461949,1988-08-30 00:00:00.000,152160,Ireland,M,2021-06-16 10:11:11.000,Athens,56,TEST
1469982,1977-02-14 00:00:00.000,16673,Greece,M,2021-06-22 09:58:51.000,voula,1,TEST
1555811,1991-03-01 00:00:00.000,151 24,Greece,M,2021-10-13 06:11:59.000,Marousi,1,TEST
1650107,1983-02-28 00:00:00.000,13121,Greece,M,2022-01-12 07:38:27.000,Ilion,1,TEST
1506013,1966-01-03 00:00:00.000,19009,Greece,M,2021-08-05 09:14:37.000,Rafina,1,TEST
1378023,1925-03-10 00:00:00.000,77777,Greece,M,2021-04-08 12:01:10.000,preveza,1,TEST
1269209,1996-05-24 00:00:00.000,18544,Greece,F,2021-01-22 10:53:41.000,peiraias,1,TEST
1650115,1987-06-01 00:00:00.000,152 32,Greece,M,2022-01-12 07:57:11.000,Chalandri,1,TEST
1506013,1966-01-03 00:00:00.000,19009,Greece,M,2021-08-05 09:14:37.000,Rafina,1,TEST
1258660,1991-07-06 00:00:00.000,15344,Greece,F,2021-01-15 09:03:21.000,pallini,1,TEST
1506013,1966-01-03 00:00:00.000,19009,Greece,M,2021-08-05 09:14:37.000,Rafina,1,TEST
1483445,1987-09-16 00:00:00.000,15231,Greece,M,2021-07-05 09:56:48.000,Chalandri,1,TEST
1605062,1990-12-01 00:00:00.000,11636,Greece,M,2021-12-03 10:44:28.000,Athens,1,TEST
1248186,1993-11-18 00:00:00.000,302 00,Greece,M,2021-01-08 12:08:14.000,mesologgi,1,TEST
1483445,1987-09-16 00:00:00.000,15231,Greece,M,2021-07-05 09:56:48.000,Chalandri,1,TEST
1453264,1900-11-01 00:00:00.000,11524a,Ireland,M,2021-06-11 08:20:31.000,Athens,56,TEST
1452262,1982-05-14 00:00:00.000,17854,Greece,M,2021-06-10 13:06:21.000,ELLINIKO,1,TEST
1555813,1996-03-29 00:00:00.000,14122,Greece,M,2021-10-13 06:19:03.000,Athens,1,TEST
1420789,1991-02-22 00:00:00.000,17235,Greece,M,2021-05-11 12:32:33.000,Dafni,1,TEST
1661252,1991-10-15 00:00:00.000,17563,Greece,M,2022-01-19 08:00:27.000,P. Faliro,1,TEST
1269209,1996-05-24 00:00:00.000,18544,Greece,F,2021-01-22 10:53:41.000,peiraias,1,TEST
1483445,1987-09-16 00:00:00.000,15231,Greece,M,2021-07-05 09:56:48.000,Chalandri,1,TEST
1697869,1999-12-02 00:00:00.000,R35WY91,Ireland,M,2022-03-01 14:34:26.000,Tullamore,56,TEST
1453264,1900-11-01 00:00:00.000,11524a,Ireland,M,2021-06-11 08:20:31.000,Athens,56,TEST
1667438,1995-03-03 00:00:00.000,w1d1ay,United Kingdom,M,2022-01-24 06:59:17.000,qa,175,TEST
1287436,1990-08-19 00:00:00.000,11474,Greece,M,2021-02-04 08:32:12.000,Athens,1,TEST
1293771,1992-12-17 00:00:00.000,10442,Greece,M,2021-02-08 12:55:11.000,Athens,1,TEST
1248183,1991-04-11 00:00:00.000,15954,Greece,M,2021-01-08 12:07:29.000,kanto,1,TEST
1555813,1996-03-29 00:00:00.000,14122,Greece,M,2021-10-13 06:19:03.000,Athens,1,TEST
1274897,1992-09-10 00:00:00.000,12131,Greece,M,2021-01-25 23:10:53.000,Athens,1,TEST
1287436,1990-08-19 00:00:00.000,11474,Greece,M,2021-02-04 08:32:12.000,Athens,1,TEST
1397957,1993-02-09 00:00:00.000,11141,Greece,M,2021-04-21 07:27:02.000,athens,1,TEST
1274894,1992-04-03 00:00:00.000,11362,Greece,F,2021-01-25 23:05:29.000,ATHINA,1,TEST
1479757,1991-01-01 00:00:00.000,W1D1AU,Ireland,M,2021-07-01 08:16:16.000,London,56,TEST
1248183,1991-04-11 00:00:00.000,15954,Greece,M,2021-01-08 12:07:29.000,kanto,1,TEST
1473280,1995-04-08 00:00:00.000,11146,Greece,M,2021-06-24 09:02:30.000,Athens,1,TEST
1483445,1987-09-16 00:00:00.000,15231,Greece,M,2021-07-05 09:56:48.000,Chalandri,1,TEST
1597149,1990-01-02 00:00:00.000,11111,Greece,M,2021-11-25 08:32:15.000,test,1,TEST
1509388,1980-08-25 00:00:00.000,18754,Greece,M,2021-08-11 17:11:11.000,korudalos,1,TEST
1306687,1976-06-17 00:00:00.000,15343,Greece,M,2021-02-17 07:56:05.000,Agia Paraskevi,1,TEST
1493184,1991-07-18 00:00:00.000,11365,Greece,M,2021-07-13 10:49:37.000,Athens,1,TEST
1555811,1991-03-01 00:00:00.000,151 24,Greece,M,2021-10-13 06:11:59.000,Marousi,1,TEST
1306687,1976-06-17 00:00:00.000,15343,Greece,M,2021-02-17 07:56:05.000,Agia Paraskevi,1,TEST
1286427,1983-01-23 00:00:00.000,12345,Finland,F,2021-02-03 13:16:50.000,test,24,TEST
1707012,1994-10-11 00:00:00.000,153 43,Greece,F,2022-03-15 07:25:38.000,Ag. Paraskevi,1,TEST
1697869,1999-12-02 00:00:00.000,R35WY91,Ireland,M,2022-03-01 14:34:26.000,Tullamore,56,TEST
1378023,1925-03-10 00:00:00.000,77777,Greece,M,2021-04-08 12:01:10.000,preveza,1,TEST
1336139,1981-10-18 00:00:00.000,w1d1au,United Kingdom,M,2021-03-10 13:12:43.000,test,175,TEST
1483445,1987-09-16 00:00:00.000,15231,Greece,M,2021-07-05 09:56:48.000,Chalandri,1,TEST
1661252,1991-10-15 00:00:00.000,17563,Greece,M,2022-01-19 08:00:27.000,P. Faliro,1,TEST
1605062,1990-12-01 00:00:00.000,11636,Greece,M,2021-12-03 10:44:28.000,Athens,1,TEST
1453187,1990-07-10 00:00:00.000,W1D1AU,Ireland,F,2021-06-11 06:38:02.000,London,56,TEST
1443879,1980-09-25 00:00:00.000,16673,Greece,M,2021-06-03 13:30:26.000,athina,1,TEST
1453187,1990-07-10 00:00:00.000,W1D1AU,Ireland,F,2021-06-11 06:38:02.000,London,56,TEST
1483445,1987-09-16 00:00:00.000,15231,Greece,M,2021-07-05 09:56:48.000,Chalandri,1,TEST
1453187,1990-07-10 00:00:00.000,W1D1AU,Ireland,F,2021-06-11 06:38:02.000,London,56,TEST
1248186,1993-11-18 00:00:00.000,302 00,Greece,M,2021-01-08 12:08:14.000,mesologgi,1,TEST
1531613,1997-08-18 00:00:00.000,666666,Greece,M,2021-09-14 06:20:33.000,MENIDI,1,TEST
1497852,1996-06-06 00:00:00.000,12345,Greece,M,2021-07-21 10:39:20.000,testcity,1,TEST
1267749,1986-09-19 00:00:00.000,10445,Greece,M,2021-01-21 12:01:04.000,Athens,1,TEST
1684701,1978-02-14 00:00:00.000,13222,Greece,M,2022-02-14 12:09:06.000,cvhjj,1,TEST
1483445,1987-09-16 00:00:00.000,15231,Greece,M,2021-07-05 09:56:48.000,Chalandri,1,TEST
1414194,1990-11-06 00:00:00.000,11636,Greece,M,2021-05-05 12:18:30.000,poli,1,TEST
1531655,1984-01-12 00:00:00.000,166985,Greece,M,2021-09-14 08:04:52.000,glufada,1,TEST
1565087,1971-01-05 00:00:00.000,50100,Greece,M,2021-10-23 14:59:19.000,Kozani,1,ACTIVE
1686436,2000-04-18 00:00:00.000,263 34,Greece,M,2022-02-16 16:56:17.000,Patra,1,ACTIVE
1567099,2003-10-22 00:00:00.000,pl177tw,United Kingdom,M,2021-10-24 23:10:28.000,Callington,175,ACTIVE
1543164,1984-11-03 00:00:00.000,SK9 2QA,United Kingdom,M,2021-09-27 19:32:55.000,WILMSLOW,175,ACTIVE
1621917,1960-07-29 00:00:00.000,34300,Greece,M,2021-12-19 21:10:24.000,L.Aidhpsoy,1,ACTIVE
1601529,1998-01-28 00:00:00.000,46100,Greece,M,2021-11-29 13:35:13.000,Igoumenitsa,1,ACTIVE
1558156,2000-10-16 00:00:00.000,25200,Greece,M,2021-10-16 07:09:43.000,ΚΑΤΩ ΑΧΑΙΑ,1,ACTIVE
1684860,1998-07-14 00:00:00.000,714 09,Greece,M,2022-02-14 16:07:45.000,Iraklio,1,ACTIVE
1646411,2000-05-26 00:00:00.000,18120,Greece,M,2022-01-09 00:29:58.000,Korydallos,1,ACTIVE
1522514,1976-07-04 00:00:00.000,71307,Greece,M,2021-09-01 13:01:59.000,Iraklio,1,ACTIVE
1517927,2000-08-03 00:00:00.000,383 33,Greece,M,2021-08-25 17:52:03.000,Volos,1,ACTIVE
1510145,1994-12-12 00:00:00.000,131 23,Greece,M,2021-08-12 23:24:28.000,Ilion,1,ACTIVE
1632559,1992-04-29 00:00:00.000,13121,Greece,M,2021-12-29 11:41:09.000,ILION,1,ACTIVE
1695644,1992-07-28 00:00:00.000,431 00,Greece,M,2022-02-26 21:29:27.000,Karditsomagoula,1,ACTIVE
1697075,1950-03-10 00:00:00.000,31100,Greece,F,2022-02-27 21:28:01.000,MENIDI,1,ACTIVE
1676410,1988-07-15 00:00:00.000,122 44,Greece,M,2022-02-02 23:38:06.000,Egaleo,1,ACTIVE
1534835,1976-09-15 00:00:00.000,PR67hn,United Kingdom,F,2021-09-17 17:53:01.000,Chorley,175,ACTIVE
1582949,1995-05-31 00:00:00.000,Le50ez,United Kingdom,M,2021-11-09 02:39:06.000,Leicester,175,ACTIVE
1629128,1974-10-30 00:00:00.000,12133,Greece,M,2021-12-26 15:37:27.000,Athina,1,ACTIVE
1669969,1978-10-08 00:00:00.000,21200,Greece,F,2022-01-26 15:51:39.000,Argos,1,ACTIVE
1641403,1961-08-06 00:00:00.000,54250,Greece,M,2022-01-04 21:01:18.000,Thessaloniki,1,ACTIVE
1535182,1997-06-20 00:00:00.000,501 00,Greece,F,2021-09-18 07:04:00.000,Kozani,1,ACTIVE
1654079,1979-08-13 00:00:00.000,15562,Greece,F,2022-01-13 15:42:46.000,Cholargos,1,ACTIVE
1634867,1972-04-11 00:00:00.000,84300,Greece,F,2021-12-31 07:43:28.000,Naxos,1,ACTIVE
1627940,1990-09-28 00:00:00.000,71303,Greece,M,2021-12-25 17:55:31.000,heraklion,1,ACTIVE
1661972,1973-08-18 00:00:00.000,56727,Greece,M,2022-01-19 20:33:50.000,THESSALONIKI,1,ACTIVE
1659153,1964-01-23 00:00:00.000,Ch23et,United Kingdom,F,2022-01-16 21:20:25.000,Chester,175,ACTIVE
1526347,1999-12-20 00:00:00.000,136 71,Greece,M,2021-09-07 13:35:19.000,Acharnes,1,ACTIVE
1548534,1986-09-14 00:00:00.000,Fy15hf,United Kingdom,M,2021-10-03 23:48:47.000,Blackpool,175,ACTIVE
1546772,1985-03-28 00:00:00.000,By17 0re,United Kingdom,M,2021-10-02 07:26:40.000,Belfast,175,ACTIVE
1561029,1978-10-26 00:00:00.000,57200,Greece,M,2021-10-19 16:06:05.000,Lagkadas,1,ACTIVE
1671839,1996-01-30 00:00:00.000,16232,Greece,F,2022-01-28 13:39:39.000,Vironas,1,ACTIVE
1530700,1979-08-24 00:00:00.000,BT34 4ED,United Kingdom,M,2021-09-12 21:01:33.000,Kilkeel,175,ACTIVE
1540722,1972-03-17 00:00:00.000,St8 6tj,United Kingdom,M,2021-09-24 21:16:39.000,Stoke-on-trent,175,ACTIVE
1716052,1992-09-21 00:00:00.000,12351,Greece,M,2022-04-01 11:01:29.000,Agia Varvara,1,ACTIVE
1633640,1992-03-07 00:00:00.000,68100,Greece,F,2021-12-30 10:39:40.000,Alexandroupoli,1,ACTIVE
1699472,2000-03-20 00:00:00.000,35300,Greece,F,2022-03-04 18:45:08.000,Stylida,1,ACTIVE
1534347,1987-03-06 00:00:00.000,Sg40dn,United Kingdom,F,2021-09-17 05:26:03.000,Hitchin,175,ACTIVE
1526064,1987-03-22 00:00:00.000,132 31,Greece,M,2021-09-06 22:59:25.000,Petroupoli,1,ACTIVE
1578957,1987-12-18 00:00:00.000,24500,Greece,F,2021-11-05 13:12:36.000,Kyparissia,1,ACTIVE
1532801,1967-09-25 00:00:00.000,43100,Greece,M,2021-09-15 12:27:00.000,Karditsa,1,ACTIVE
1629114,1992-01-22 00:00:00.000,14561,Greece,M,2021-12-26 15:29:39.000,Kifisia,1,ACTIVE
1628065,1991-09-16 00:00:00.000,11474,Greece,M,2021-12-25 19:29:37.000,Athina,1,ACTIVE
1699248,1949-09-23 00:00:00.000,58100,Greece,M,2022-03-04 12:57:08.000,Giannitsa,1,ACTIVE
1583050,1999-11-15 00:00:00.000,415 00,Greece,M,2021-11-09 11:05:50.000,Nikea,1,ACTIVE
1591999,1996-05-06 00:00:00.000,50500,Greece,M,2021-11-19 15:16:03.000,Kozani,1,ACTIVE
1525904,1950-05-18 00:00:00.000,67100,Greece,M,2021-09-06 18:15:45.000,Xanthi,1,ACTIVE
1607403,1962-09-29 00:00:00.000,13121,Greece,M,2021-12-05 14:21:22.000,ilion,1,ACTIVE
1627940,1990-09-28 00:00:00.000,71303,Greece,M,2021-12-25 17:55:31.000,heraklion,1,ACTIVE
1513485,1983-04-12 00:00:00.000,11147,Greece,M,2021-08-18 19:36:57.000,Athina,1,ACTIVE
1690331,2000-04-14 00:00:00.000,11362,Greece,M,2022-02-22 10:53:07.000,Athens,1,ACTIVE
1535500,2000-01-13 00:00:00.000,53074,Greece,M,2021-09-18 13:45:50.000,Florina,1,ACTIVE
1660605,2000-11-29 00:00:00.000,73100,Greece,M,2022-01-18 14:07:12.000,Chania,1,ACTIVE
1503886,1988-12-01 00:00:00.000,Yo265lb,United Kingdom,M,2021-08-01 02:25:36.000,York,175,ACTIVE
1681016,1964-10-05 00:00:00.000,35133,Greece,M,2022-02-09 12:05:44.000,lamia,1,ACTIVE
1606333,1996-05-06 00:00:00.000,CV6 1hw,United Kingdom,M,2021-12-04 14:43:02.000,Coventry,175,ACTIVE
1613897,1968-02-28 00:00:00.000,NP26 3FB,United Kingdom,M,2021-12-11 22:19:55.000,Undy,175,ACTIVE
1568913,1994-02-01 00:00:00.000,172 35,Greece,M,2021-10-26 19:05:06.000,Dafni,1,ACTIVE
1539147,1998-10-22 00:00:00.000,210 52,Greece,F,2021-09-22 20:16:58.000,Ligourio,1,ACTIVE
1703403,1997-09-23 00:00:00.000,19200,Greece,M,2022-03-09 11:59:25.000,Elefsina,1,ACTIVE
1541551,1995-03-09 00:00:00.000,RG42 1UT,United Kingdom,M,2021-09-25 18:48:33.000,Bracknell,175,ACTIVE
1530373,1977-07-06 00:00:00.000,12461,Greece,M,2021-09-12 14:11:01.000,Athina,1,ACTIVE
1531788,2000-06-15 00:00:00.000,13761,Greece,M,2021-09-14 10:40:38.000,acharnes,1,ACTIVE
1577696,1986-11-11 00:00:00.000,Bt45 7ar,United Kingdom,M,2021-11-04 11:27:51.000,Draperstown,175,ACTIVE
1649275,2000-11-13 00:00:00.000,731 34,Greece,M,2022-01-11 14:59:10.000,Chania,1,ACTIVE
1533860,1999-04-28 00:00:00.000,57300,Greece,M,2021-09-16 15:03:57.000,Chalastra,1,ACTIVE
1554301,1978-11-01 00:00:00.000,54646,Greece,M,2021-10-11 10:16:29.000,Thessaloniki,1,ACTIVE
1590121,1994-03-10 00:00:00.000,Wf77NJ,United Kingdom,F,2021-11-17 06:55:58.000,Leeds,175,ACTIVE
1523735,2003-03-02 00:00:00.000,M27 0YJ,United Kingdom,M,2021-09-03 13:57:53.000,Swinton,175,ACTIVE
1510912,1968-11-20 00:00:00.000,152 31,Greece,M,2021-08-14 11:30:38.000,Chalandri,1,ACTIVE
1507315,1976-09-12 00:00:00.000,204 00,Greece,M,2021-08-07 18:43:36.000,Xilokastro,1,ACTIVE
1688773,1970-11-29 00:00:00.000,546 30,Greece,M,2022-02-19 19:11:45.000,Thessaloniki,1,ACTIVE
1582578,1971-03-21 00:00:00.000,171 22,Greece,M,2021-11-08 18:22:48.000,Nea Smirni,1,ACTIVE
1635446,1973-05-30 00:00:00.000,85400,Greece,M,2021-12-31 17:32:08.000,leros,1,ACTIVE
1677975,1997-12-07 00:00:00.000,16232,Greece,M,2022-02-05 10:24:51.000,Vironas,1,ACTIVE
1638466,1977-05-19 00:00:00.000,15344,Greece,M,2022-01-02 15:22:37.000,pallini,1,ACTIVE
1517310,2003-06-20 00:00:00.000,PO64AY,United Kingdom,M,2021-08-24 17:05:06.000,Portsmouth,175,ACTIVE
1700308,1958-10-31 00:00:00.000,85200,Greece,M,2022-03-06 13:17:14.000,Kalymnos,1,ACTIVE
1632097,1979-07-09 00:00:00.000,57004,Greece,M,2021-12-28 21:23:34.000,Michaniona,1,ACTIVE
1532059,1990-03-16 00:00:00.000,NG7 2NL,United Kingdom,M,2021-09-14 14:59:03.000,Nottingham,175,ACTIVE
1534914,1980-03-16 00:00:00.000,63077,Greece,M,2021-09-17 19:31:27.000,Xalkidiki,1,ACTIVE
1563307,1968-04-04 00:00:00.000,453 33,Greece,F,2021-10-21 20:29:17.000,Ioannina,1,ACTIVE
1696667,2000-08-20 00:00:00.000,73100,Greece,M,2022-02-27 16:22:58.000,Chania,1,ACTIVE
1672863,2002-04-07 00:00:00.000,Bs11 9qp,United Kingdom,M,2022-01-29 14:55:16.000,Bristol,175,ACTIVE
1536271,1989-12-15 00:00:00.000,14453,Greece,M,2021-09-19 11:29:14.000,Metamorfosi,1,ACTIVE
1528445,2000-08-17 00:00:00.000,46100,Greece,M,2021-09-10 09:59:28.000,igoumenitsa,1,ACTIVE
1554171,1996-02-19 00:00:00.000,73100,Greece,M,2021-10-11 05:56:51.000,Xania,1,ACTIVE
1674760,1994-01-15 00:00:00.000,19002,Greece,M,2022-01-31 20:18:34.000,Peania,1,ACTIVE
1589058,1991-02-25 00:00:00.000,24009,Greece,M,2021-11-15 19:58:39.000,Kalamata,1,ACTIVE
1681643,1991-05-26 00:00:00.000,48200,Greece,F,2022-02-10 09:20:15.000,Filippiada,1,ACTIVE
1512495,1991-12-27 00:00:00.000,34100,Greece,M,2021-08-17 06:39:22.000,xalkida,1,ACTIVE
1608000,2000-07-22 00:00:00.000,54644,Greece,F,2021-12-05 23:46:12.000,Thessaloniki,1,ACTIVE
1690018,1999-10-27 00:00:00.000,18546,Greece,M,2022-02-21 16:21:20.000,peiraias,1,ACTIVE
1638723,1984-07-23 00:00:00.000,13671,Greece,M,2022-01-02 17:54:39.000,Axarnai,1,ACTIVE
1510381,1975-01-09 00:00:00.000,GL20 5NH,United Kingdom,M,2021-08-13 13:26:16.000,Tewkesbury,175,ACTIVE
1506410,1987-09-19 00:00:00.000,30004,Greece,M,2021-08-05 22:35:29.000,Agios Nikolaos,1,ACTIVE
